PB.10001:GPA33	GPA33
PB.57560:LINC02145	LINC02145
PB.57561:LINC02145	LINC02145
PB.57573:MED10	MED10
PB.57582:NSUN2	NSUN2
PB.57598:SRD5A1	SRD5A1
PB.57617:LINC02102	LINC02102
PB.57627:TENT4A	TENT4A
PB.57628:LINC02236	LINC02236
PB.5765:C1orf52	C1orf52
PB.5765:BCL10	BCL10
PB.57657:FASTKD3	FASTKD3
PB.57671:MTRR	MTRR
PB.5769:ENSG00000223653	ENSG00000223653
PB.57698:ENSG00000272049	ENSG00000272049
PB.57698:ENSG00000249159	ENSG00000249159
PB.57698:ENSG00000250037	ENSG00000250037
PB.57699:MIR4458HG	MIR4458HG
PB.577:DRAXIN	DRAXIN
PB.57723:ENSG00000248537	ENSG00000248537
PB.57736:SNHG18	SNHG18
PB.57737:SEMA5A	SEMA5A
PB.57737:ENSG00000279698	ENSG00000279698
PB.57770:ENSG00000260515	ENSG00000260515
PB.57770:ENSG00000271998	ENSG00000271998
PB.57771:ENSG00000272417	ENSG00000272417
PB.57775:ATPSCKMT	ATPSCKMT
PB.57778:ENSG00000259802	ENSG00000259802
PB.57778:CMBL	CMBL
PB.57779:CCT5	CCT5
PB.57779:ENSG00000248968	ENSG00000248968
PB.57779:MARCHF6	MARCHF6
PB.57786:ROPN1L	ROPN1L
PB.57786:LINC01513+ROPN1L	LINC01513+ROPN1L
PB.57806:ANKRD33B	ANKRD33B
PB.57809:ENSG00000278865	ENSG00000278865
PB.57811:DAP-DT	DAP-DT
PB.57819:DAP	DAP
PB.57834:CTNND2	CTNND2
PB.5785:ENSG00000272691	ENSG00000272691
PB.579:AGTRAP	AGTRAP
PB.57963:TRIO	TRIO
PB.57963:OTULINL	OTULINL
PB.57963:ENSG00000248791	ENSG00000248791
PB.57963:OTULIN	OTULIN
PB.57970:OTULIN-DT	OTULIN-DT
PB.57970:ANKH	ANKH
PB.57970:RBBP4P1	RBBP4P1
PB.57974:ANKH-DT	ANKH-DT
PB.58093:ZNF622	ZNF622
PB.58094:ENSG00000289112	ENSG00000289112
PB.58118:RETREG1	RETREG1
PB.58118:MYO10	MYO10
PB.58119:RETREG1-AS1	RETREG1-AS1
PB.58119:ENSG00000250415	ENSG00000250415
PB.58124:MYO10	MYO10
PB.58148:MYO10	MYO10
PB.58151:BASP1-AS1	BASP1-AS1
PB.58158:BASP1-AS1	BASP1-AS1
PB.58175:BASP1	BASP1
PB.58182:LINC02217	LINC02217
PB.58183:LINC02218	LINC02218
PB.58184:FTH1P10	FTH1P10
PB.58221:LINC02241	LINC02241
PB.58226:LINC02100	LINC02100
PB.58261:ENSG00000233974	ENSG00000233974
PB.58285:GUSBP1	GUSBP1
PB.58285:ENSG00000279107	ENSG00000279107
PB.58285:ENSG00000272130	ENSG00000272130
PB.58314:HSPD1P1	HSPD1P1
PB.58330:CDH12	CDH12
PB.5837:ZNHIT6	ZNHIT6
PB.5837:COL24A1	COL24A1
PB.58372:LINC02899	LINC02899
PB.58372:ADH5P5	ADH5P5
PB.58398:ENSG00000226432	ENSG00000226432
PB.58429:ENSG00000286134	ENSG00000286134
PB.5844:LINC02795	LINC02795
PB.58453:ENSG00000285042	ENSG00000285042
PB.58456:MSNP1	MSNP1
PB.58465:ENSG00000289601	ENSG00000289601
PB.58473:DROSHA	DROSHA
PB.58475:C5orf22	C5orf22
PB.58475:ENSG00000279923	ENSG00000279923
PB.58480:PDZD2	PDZD2
PB.585:CLCN6	CLCN6
PB.5856:ODF2L	ODF2L
PB.58569:SUB1	SUB1
PB.58569:PDZD2	PDZD2
PB.58569:GOLPH3-DT	GOLPH3-DT
PB.58569:ENSG00000230829	ENSG00000230829
PB.58569:ENSG00000249142	ENSG00000249142
PB.58570:ZFR	ZFR
PB.58570:GOLPH3	GOLPH3
PB.58570:MTMR12	MTMR12
PB.58570:ENSG00000250764	ENSG00000250764
PB.58601:NPR3	NPR3
PB.58614:ENSG00000240376	ENSG00000240376
PB.58652:TARS1-DT	TARS1-DT
PB.58658:TARS1	TARS1
PB.58671:ADAMTS12	ADAMTS12
PB.58683:AMACR	AMACR
PB.58683:ENSG00000250767	ENSG00000250767
PB.58694:ENSG00000271771	ENSG00000271771
PB.58694:ENSG00000215156	ENSG00000215156
PB.58694:ENSG00000286543	ENSG00000286543
PB.58696:C1QTNF3	C1QTNF3
PB.58696:C1QTNF3-AMACR	C1QTNF3-AMACR
PB.58696:ENSG00000278900	ENSG00000278900
PB.58696:C1QTNF3+ENSG00000215158	C1QTNF3+ENSG00000215158
PB.58696:ENSG00000279995	ENSG00000279995
PB.58696:C1QTNF3-AMACR+ENSG00000215158	C1QTNF3-AMACR+ENSG00000215158
PB.58696:ENSG00000215158	ENSG00000215158
PB.58706:RAI14	RAI14
PB.58711:TTC23L-AS1	TTC23L-AS1
PB.58740:BRIX1	BRIX1
PB.58742:RAD1	RAD1
PB.58750:DNAJC21	DNAJC21
PB.58772:PRLR	PRLR
PB.58810:PRLR	PRLR
PB.58846:ENSG00000248969	ENSG00000248969
PB.58850:SPEF2	SPEF2
PB.58850:IL7R	IL7R
PB.58875:LMBRD2	LMBRD2
PB.58878:NADK2	NADK2
PB.58879:SKP2	SKP2
PB.58879:NADK2-AS1+SKP2	NADK2-AS1+SKP2
PB.58893:SLC1A3	SLC1A3
PB.58901:SLC1A3	SLC1A3
PB.58910:ENSG00000250155	ENSG00000250155
PB.58912:NIPBL-DT	NIPBL-DT
PB.58916:NIPBL	NIPBL
PB.58916:KRT18P31	KRT18P31
PB.58917:NUP155	NUP155
PB.58917:CPLANE1	CPLANE1
PB.58917:RN7SL37P	RN7SL37P
PB.58917:ENSG00000270558	ENSG00000270558
PB.58917:ENSG00000270558+NUP155	ENSG00000270558+NUP155
PB.58919:OFD1P17	OFD1P17
PB.58919:ENSG00000286193	ENSG00000286193
PB.58919:WDR70	WDR70
PB.5893:CLCA4-AS1	CLCA4-AS1
PB.58945:EGFLAM-AS1	EGFLAM-AS1
PB.5897:SH3GLB1	SH3GLB1
PB.58975:RICTOR	RICTOR
PB.58975:ENSG00000286809+FYB1	ENSG00000286809+FYB1
PB.58975:FYB1	FYB1
PB.58975:GOLGA5P1	GOLGA5P1
PB.58975:FYB1+GOLGA5P1	FYB1+GOLGA5P1
PB.58979:ENSG00000289196	ENSG00000289196
PB.58990:DAB2	DAB2
PB.59017:ENSG00000287597	ENSG00000287597
PB.59033:TTC33	TTC33
PB.59033:ENSG00000289540	ENSG00000289540
PB.59033:PRKAA1+TTC33	PRKAA1+TTC33
PB.59033:PRKAA1	PRKAA1
PB.59033:PRKAA1+RPL37	PRKAA1+RPL37
PB.59042:PTGER4	PTGER4
PB.59042:ENSG00000288911	ENSG00000288911
PB.59042:CARD6	CARD6
PB.59078:OXCT1	OXCT1
PB.59097:C5orf51	C5orf51
PB.59097:FBXO4	FBXO4
PB.59097:C5orf51+FBXO4	C5orf51+FBXO4
PB.591:ENSG00000285646	ENSG00000285646
PB.59121:CCDC152	CCDC152
PB.59121:ENSG00000272234	ENSG00000272234
PB.59122:SELENOP	SELENOP
PB.59138:ENSG00000287263	ENSG00000287263
PB.59138:ANXA2R+ENSG00000287263	ANXA2R+ENSG00000287263
PB.59138:ENSG00000289206	ENSG00000289206
PB.59138:ENSG00000271788	ENSG00000271788
PB.59138:ANXA2R+ENSG00000177738	ANXA2R+ENSG00000177738
PB.59138:ENSG00000177738	ENSG00000177738
PB.59138:PPIAP77	PPIAP77
PB.59138:PRELID3BP4	PRELID3BP4
PB.59138:ANXA2R	ANXA2R
PB.59138:PRELID3BP5	PRELID3BP5
PB.59148:ZNF131	ZNF131
PB.59148:NIM1K	NIM1K
PB.59148:ENSG00000286656	ENSG00000286656
PB.59148:ENSG00000249779	ENSG00000249779
PB.59148:ENSG00000251131	ENSG00000251131
PB.59148:ENSG00000251131+ENSG00000272382	ENSG00000251131+ENSG00000272382
PB.59148:ENSG00000272382	ENSG00000272382
PB.59148:ENSG00000215068	ENSG00000215068
PB.59148:ENSG00000215068+ZNF131	ENSG00000215068+ZNF131
PB.59148:ENSG00000272144	ENSG00000272144
PB.59161:ENSG00000261604	ENSG00000261604
PB.5917:SELENOF	SELENOF
PB.5917:ENSG00000235251	ENSG00000235251
PB.59178:HMGCS1	HMGCS1
PB.59178:CCL28	CCL28
PB.59196:ENSG00000249492	ENSG00000249492
PB.59196:ENSG00000248240+ENSG00000249492	ENSG00000248240+ENSG00000249492
PB.59204:TMEM267	TMEM267
PB.59204:C5orf34	C5orf34
PB.59204:EEF1A1P19	EEF1A1P19
PB.59204:PAIP1	PAIP1
PB.59204:NNT-AS1	NNT-AS1
PB.59204:AMD1P3+NNT-AS1	AMD1P3+NNT-AS1
PB.59204:ENSG00000279557	ENSG00000279557
PB.59204:AMD1P3	AMD1P3
PB.59211:NNT	NNT
PB.59246:MRPS30-DT	MRPS30-DT
PB.59256:MRPS30	MRPS30
PB.59256:ENSG00000272335	ENSG00000272335
PB.59282:EMB	EMB
PB.59282:ENSG00000271752	ENSG00000271752
PB.59282:ENSG00000289056	ENSG00000289056
PB.5929:HS2ST1	HS2ST1
PB.5929:ENSG00000225568	ENSG00000225568
PB.5929:ENSG00000267561	ENSG00000267561
PB.5929:LINC01140	LINC01140
PB.59291:PARP8	PARP8
PB.59323:ENSG00000248898	ENSG00000248898
PB.59343:ITGA1	ITGA1
PB.59343:ENSG00000241809	ENSG00000241809
PB.59343:PELO	PELO
PB.59354:ITGA2	ITGA2
PB.59362:ENSG00000272123	ENSG00000272123
PB.59363:MOCS2	MOCS2
PB.59366:MOCS2-DT	MOCS2-DT
PB.59366:ITGA2	ITGA2
PB.59371:FST	FST
PB.59412:NDUFS4	NDUFS4
PB.59417:ENSG00000272416	ENSG00000272416
PB.59421:ARL15	ARL15
PB.59421:RN7SL801P	RN7SL801P
PB.59426:ENSG00000288957	ENSG00000288957
PB.59426:ENSG00000288957+LINC01033	ENSG00000288957+LINC01033
PB.59426:LINC01033	LINC01033
PB.59450:SNX18	SNX18
PB.59452:ENSG00000280159	ENSG00000280159
PB.59463:ENSG00000287367	ENSG00000287367
PB.59485:GZMK	GZMK
PB.59489:ESM1	ESM1
PB.59489:ENSG00000240535+ESM1	ENSG00000240535+ESM1
PB.59489:ENSG00000240535	ENSG00000240535
PB.59500:GZMA+GZMAP1	GZMA+GZMAP1
PB.59500:GZMA	GZMA
PB.59503:CDC20B	CDC20B
PB.59506:CCNO	CCNO
PB.59514:DHX29	DHX29
PB.59517:MTREX	MTREX
PB.59517:ENSG00000279883	ENSG00000279883
PB.5954:LMO4	LMO4
PB.59548:SLC38A9	SLC38A9
PB.59548:PLPP1	PLPP1
PB.59548:RNF138P1	RNF138P1
PB.59560:IL31RA	IL31RA
PB.59573:IL31RA	IL31RA
PB.59580:IL6ST	IL6ST
PB.59586:ANKRD55	ANKRD55
PB.59590:FLJ31104	FLJ31104
PB.59590:ENSG00000249236	ENSG00000249236
PB.59590:C1GALT1P2	C1GALT1P2
PB.596:FBXO2	FBXO2
PB.596:MAD2L2	MAD2L2
PB.596:MTHFR	MTHFR
PB.596:KIAA2013	KIAA2013
PB.59602:ENSG00000249697	ENSG00000249697
PB.59635:LINC01948	LINC01948
PB.59640:C5orf67	C5orf67
PB.59659:C5orf67	C5orf67
PB.59671:ENSG00000237705	ENSG00000237705
PB.59672:MAP3K1	MAP3K1
PB.59678:SETD9	SETD9
PB.59678:ENSG00000271828	ENSG00000271828
PB.59680:MIER3	MIER3
PB.59683:ENSG00000289152	ENSG00000289152
PB.59688:GPBP1	GPBP1
PB.597:PLOD1	PLOD1
PB.59708:PLK2	PLK2
PB.59712:PLK2	PLK2
PB.59718:GAPT	GAPT
PB.59718:ENSG00000271257	ENSG00000271257
PB.59730:RAB3C	RAB3C
PB.59739:ENSG00000248475	ENSG00000248475
PB.59748:ENSG00000247345	ENSG00000247345
PB.59751:PDE4D	PDE4D
PB.5981:PKN2	PKN2
PB.5981:ELOCP19	ELOCP19
PB.59840:NDUFB4P2	NDUFB4P2
PB.59884:PDE4D	PDE4D
PB.59989:PDE4D	PDE4D
PB.59989:ENSG00000213896	ENSG00000213896
PB.59989:SETP21	SETP21
PB.59997:DEPDC1B	DEPDC1B
PB.600:MFN2	MFN2
PB.6000:ENSG00000233235+GBP6	ENSG00000233235+GBP6
PB.6000:GBP6	GBP6
PB.6000:ENSG00000284734	ENSG00000284734
PB.6000:ENSG00000233235	ENSG00000233235
PB.60008:ELOVL7	ELOVL7
PB.6003:CAPNS1P1	CAPNS1P1
PB.60036:ERCC8	ERCC8
PB.60036:GNL3LP1	GNL3LP1
PB.60036:ERCC8+GNL3LP1	ERCC8+GNL3LP1
PB.60036:ENSG00000279985	ENSG00000279985
PB.60041:NDUFAF2	NDUFAF2
PB.60044:SMIM15	SMIM15
PB.60044:ENSG00000276945	ENSG00000276945
PB.60046:SMIM15-AS1	SMIM15-AS1
PB.6006:KYAT3	KYAT3
PB.6006:RBMXL1	RBMXL1
PB.6006:GBP3+RBMXL1	GBP3+RBMXL1
PB.6006:GBP3	GBP3
PB.6006:GBP1	GBP1
PB.6006:GBP2	GBP2
PB.6006:PTGES3P1	PTGES3P1
PB.6006:GBP2+PTGES3P1	GBP2+PTGES3P1
PB.6006:ENSG00000289582+GBP2	ENSG00000289582+GBP2
PB.6006:ENSG00000289582	ENSG00000289582
PB.6006:ENSG00000289582+GBP5	ENSG00000289582+GBP5
PB.6006:GBP4+GBP7	GBP4+GBP7
PB.6006:GBP4	GBP4
PB.6006:GBP5	GBP5
PB.6006:GTF2B	GTF2B
PB.6006:PKN2-AS1	PKN2-AS1
PB.60116:ZSWIM6	ZSWIM6
PB.60116:ENSG00000251682	ENSG00000251682
PB.60116:ENSG00000250461	ENSG00000250461
PB.60122:C5orf64	C5orf64
PB.6013:GBP1P1	GBP1P1
PB.60133:DIMT1	DIMT1
PB.60136:ENSG00000241991	ENSG00000241991
PB.60164:IPO11	IPO11
PB.60164:KIF2A	KIF2A
PB.60164:ENSG00000288643	ENSG00000288643
PB.60164:LRRC70	LRRC70
PB.60207:SREK1IP1	SREK1IP1
PB.60259:CWC27	CWC27
PB.60287:ADAMTS6	ADAMTS6
PB.60323:RPEP1	RPEP1
PB.60323:ADAMTS6	ADAMTS6
PB.60358:ADAMTS6	ADAMTS6
PB.60362:NLN	NLN
PB.60362:PPWD1	PPWD1
PB.60362:TRAPPC13	TRAPPC13
PB.60362:SHLD3	SHLD3
PB.60368:ERBIN	ERBIN
PB.60368:ENSG00000285999+ERBIN	ENSG00000285999+ERBIN
PB.60368:SREK1	SREK1
PB.604:MIIP	MIIP
PB.60417:ENSG00000250081	ENSG00000250081
PB.60417:CENPK+ENSG00000250081	CENPK+ENSG00000250081
PB.60417:SGTB	SGTB
PB.60417:CENPK	CENPK
PB.60417:ERBIN-DT	ERBIN-DT
PB.60417:TRIM23	TRIM23
PB.6042:ENSG00000286548	ENSG00000286548
PB.60447:MAST4-AS1	MAST4-AS1
PB.60462:CD180	CD180
PB.60472:MAST4	MAST4
PB.6052:LRRC8C-DT	LRRC8C-DT
PB.60531:ENSG00000239870	ENSG00000239870
PB.60554:PIK3R1	PIK3R1
PB.60564:ENSG00000248884	ENSG00000248884
PB.60580:SLC30A5	SLC30A5
PB.60587:ENSG00000248664	ENSG00000248664
PB.60590:CCNB1	CCNB1
PB.60591:ENSG00000280187	ENSG00000280187
PB.60595:CENPH	CENPH
PB.60599:CCDC125	CCDC125
PB.60599:AK6	AK6
PB.60599:TAF9	TAF9
PB.60605:CDK7	CDK7
PB.60605:MRPS36	MRPS36
PB.60605:CHCHD2P2	CHCHD2P2
PB.60605:RAD17	RAD17
PB.60608:MARVELD2	MARVELD2
PB.60610:GTF2H2C	GTF2H2C
PB.60614:NAIPP3	NAIPP3
PB.60614:SERF1B	SERF1B
PB.60614:SERF1B+SMN2	SERF1B+SMN2
PB.60614:SMN2	SMN2
PB.60614:ENSG00000250138	ENSG00000250138
PB.60614:ENSG00000248769	ENSG00000248769
PB.60614:CDH12P3	CDH12P3
PB.60614:GTF2H2B	GTF2H2B
PB.60614:ENSG00000269983+GTF2H2B	ENSG00000269983+GTF2H2B
PB.60614:ENSG00000269983	ENSG00000269983
PB.60614:NAIPP1	NAIPP1
PB.60614:GUSBP16	GUSBP16
PB.60614:GUSBP13	GUSBP13
PB.60614:SERF1A	SERF1A
PB.60614:SERF1A+SMN1	SERF1A+SMN1
PB.60614:SMN1	SMN1
PB.60627:NAIPP2	NAIPP2
PB.60627:ENSG00000254701+GUSBP14	ENSG00000254701+GUSBP14
PB.60627:GUSBP3	GUSBP3
PB.60627:ENSG00000254701	ENSG00000254701
PB.60627:GUSBP14	GUSBP14
PB.60627:GUSBP15	GUSBP15
PB.60627:ENSG00000253333+GUSBP15	ENSG00000253333+GUSBP15
PB.60627:CDH12P1	CDH12P1
PB.60627:ENSG00000285204	ENSG00000285204
PB.60627:NAIP	NAIP
PB.60627:NAIPP4	NAIPP4
PB.60627:NAIP+NAIPP4	NAIP+NAIPP4
PB.60627:GTF2H2+NAIPP4	GTF2H2+NAIPP4
PB.60627:GTF2H2	GTF2H2
PB.60627:GUSBP17+GUSBP9+NAIPP4	GUSBP17+GUSBP9+NAIPP4
PB.60627:GUSBP9+NAIPP4	GUSBP9+NAIPP4
PB.60627:GUSBP17+GUSBP9	GUSBP17+GUSBP9
PB.60627:GUSBP9	GUSBP9
PB.60627:GUSBP17	GUSBP17
PB.60627:ENSG00000251158	ENSG00000251158
PB.60627:ENSG00000285151	ENSG00000285151
PB.60633:ENSG00000253536	ENSG00000253536
PB.60634:BDP1	BDP1
PB.60634:MCCC2	MCCC2
PB.60647:MRPS27	MRPS27
PB.60647:RN7SL153P	RN7SL153P
PB.60664:PTCD2	PTCD2
PB.60664:ENSG00000244061	ENSG00000244061
PB.60675:ENSG00000261269	ENSG00000261269
PB.60675:ZNF366	ZNF366
PB.60687:TNPO1	TNPO1
PB.60698:ENSG00000271926	ENSG00000271926
PB.6070:LRRC8B	LRRC8B
PB.6070:LRRC8C	LRRC8C
PB.6070:ENSG00000271949	ENSG00000271949
PB.6070:ENSG00000230735	ENSG00000230735
PB.60700:FCHO2-DT	FCHO2-DT
PB.60735:FCHO2	FCHO2
PB.60735:ENSG00000251467	ENSG00000251467
PB.60740:TMEM171	TMEM171
PB.60742:FOXD1	FOXD1
PB.60744:FOXD1	FOXD1
PB.60748:BTF3-DT	BTF3-DT
PB.60749:BTF3	BTF3
PB.60750:FUNDC2P1	FUNDC2P1
PB.6076:ENSG00000231613	ENSG00000231613
PB.60764:UTP15	UTP15
PB.60771:ANKRA2	ANKRA2
PB.60781:ARHGEF28	ARHGEF28
PB.60789:ARHGEF28	ARHGEF28
PB.60793:ENSG00000288883	ENSG00000288883
PB.60801:ENC1	ENC1
PB.60816:HEXB	HEXB
PB.60817:GFM2	GFM2
PB.60818:FAM169A	FAM169A
PB.60825:NSA2	NSA2
PB.60825:ENSG00000271714	ENSG00000271714
PB.60825:ENSG00000196390	ENSG00000196390
PB.60825:ENSG00000289535	ENSG00000289535
PB.60834:ENSG00000249856+ENSG00000287701	ENSG00000249856+ENSG00000287701
PB.60834:ENSG00000249856	ENSG00000249856
PB.60834:ENSG00000249856+GCNT4	ENSG00000249856+GCNT4
PB.60834:GCNT4	GCNT4
PB.60862:ANKRD31	ANKRD31
PB.6088:LRRC8D-DT	LRRC8D-DT
PB.60881:ANKRD31	ANKRD31
PB.60883:ENSG00000247372	ENSG00000247372
PB.60894:HMGCR	HMGCR
PB.60894:ENSG00000242198	ENSG00000242198
PB.60902:CERT1	CERT1
PB.60921:POLK	POLK
PB.60921:ENSG00000272040	ENSG00000272040
PB.60921:ANKDD1B	ANKDD1B
PB.60928:POC5	POC5
PB.60952:RAP1BL	RAP1BL
PB.60955:HMGN2P4	HMGN2P4
PB.60958:SV2C	SV2C
PB.60965:ENSG00000250348	ENSG00000250348
PB.60981:IQGAP2	IQGAP2
PB.60981:F2R	F2R
PB.60981:ENSG00000250574	ENSG00000250574
PB.60986:F2RL1	F2RL1
PB.60998:S100Z	S100Z
PB.61003:CRHBP	CRHBP
PB.61021:AGGF1	AGGF1
PB.61034:ZBED3	ZBED3
PB.6104:LRRC8D	LRRC8D
PB.6104:ENSG00000271949	ENSG00000271949
PB.6104:ENSG00000272672	ENSG00000272672
PB.61046:ZBED3-AS1	ZBED3-AS1
PB.61046:HMGB1P35	HMGB1P35
PB.61118:WDR41	WDR41
PB.61121:TBCA	TBCA
PB.61169:ATP6V1G1P6	ATP6V1G1P6
PB.61183:AP3B1	AP3B1
PB.61183:SCAMP1-AS1	SCAMP1-AS1
PB.61183:ENSG00000253558	ENSG00000253558
PB.61184:SCAMP1	SCAMP1
PB.61199:LHFPL2	LHFPL2
PB.61199:HMGB1P21	HMGB1P21
PB.6120:ZNF326	ZNF326
PB.61223:LHFPL2	LHFPL2
PB.61265:ARSB	ARSB
PB.61265:DMGDH	DMGDH
PB.61273:JMY	JMY
PB.6128:LINC02609	LINC02609
PB.6132:ENSG00000272094	ENSG00000272094
PB.61321:HOMER1	HOMER1
PB.61326:TENT2	TENT2
PB.61359:CMYA5	CMYA5
PB.61368:MTX3	MTX3
PB.61383:THBS4	THBS4
PB.61383:RBX1P2	RBX1P2
PB.61386:THBS4	THBS4
PB.61387:THBS4	THBS4
PB.61399:ENSG00000288741	ENSG00000288741
PB.61399:ZFYVE16	ZFYVE16
PB.61401:FAM151B	FAM151B
PB.61406:SERINC5	SERINC5
PB.61406:ENSG00000289317	ENSG00000289317
PB.61406:FAM151B-DT	FAM151B-DT
PB.61406:ANKRD34B	ANKRD34B
PB.61406:LINC01337	LINC01337
PB.61406:DHFR+LINC01337	DHFR+LINC01337
PB.61406:DHFR	DHFR
PB.61406:THBS4-AS1	THBS4-AS1
PB.61429:RASGRF2-AS1	RASGRF2-AS1
PB.61436:RASGRF2	RASGRF2
PB.61436:MSH3	MSH3
PB.61436:CKMT2	CKMT2
PB.61451:CKMT2-AS1	CKMT2-AS1
PB.61451:ENSG00000248794	ENSG00000248794
PB.61453:ZCCHC9	ZCCHC9
PB.6146:ZNF644	ZNF644
PB.6146:PHKA1P1	PHKA1P1
PB.61499:SSBP2	SSBP2
PB.61499:ENSG00000286721+SSBP2	ENSG00000286721+SSBP2
PB.61504:ENSG00000249483	ENSG00000249483
PB.61516:PPIAP11	PPIAP11
PB.61549:ATG10	ATG10
PB.61549:ATG10+ATP6AP1L	ATG10+ATP6AP1L
PB.61549:ATG10-IT1	ATG10-IT1
PB.61549:RN7SL378P	RN7SL378P
PB.61549:ATP6AP1L	ATP6AP1L
PB.61679:TMEM167A	TMEM167A
PB.61679:ENSG00000271862	ENSG00000271862
PB.61679:ENSG00000271862+TMEM167A	ENSG00000271862+TMEM167A
PB.61679:ENSG00000249664	ENSG00000249664
PB.61688:COQ10BP2	COQ10BP2
PB.6169:CDC7	CDC7
PB.61698:XRCC4	XRCC4
PB.61755:VCAN	VCAN
PB.61816:ENSG00000280009	ENSG00000280009
PB.61822:COX7C	COX7C
PB.61868:MIR4280HG	MIR4280HG
PB.61876:ENSG00000248701+ENSG00000249061	ENSG00000248701+ENSG00000249061
PB.61876:ENSG00000249061	ENSG00000249061
PB.61876:LINC02059	LINC02059
PB.61904:LINC01949	LINC01949
PB.61905:CCNH	CCNH
PB.61905:RN7SL629P	RN7SL629P
PB.61910:RASA1	RASA1
PB.61910:ENSG00000285190	ENSG00000285190
PB.61941:TMEM161B	TMEM161B
PB.6196:TGFBR3	TGFBR3
PB.6196:RN7SL653P	RN7SL653P
PB.61964:LINC00461	LINC00461
PB.61970:TMEM161B-DT	TMEM161B-DT
PB.61982:MEF2C	MEF2C
PB.6199:EPHX4	EPHX4
PB.62:SDF4	SDF4
PB.6200:ENSG00000289483	ENSG00000289483
PB.6200:GAPDHP46	GAPDHP46
PB.62011:MEF2C-AS1	MEF2C-AS1
PB.62031:ENSG00000288740	ENSG00000288740
PB.62051:MEF2C-AS1	MEF2C-AS1
PB.62056:LINC02161	LINC02161
PB.62067:ENSG00000260871	ENSG00000260871
PB.62070:CETN3	CETN3
PB.62071:ENSG00000255647	ENSG00000255647
PB.62071:POLR3G	POLR3G
PB.62072:MBLAC2	MBLAC2
PB.62076:POLR3G	POLR3G
PB.62091:LYSMD3	LYSMD3
PB.62092:ADGRV1	ADGRV1
PB.62113:ADGRV1	ADGRV1
PB.62116:ENSG00000286638	ENSG00000286638
PB.62124:ENSG00000241059	ENSG00000241059
PB.62128:LUCAT1	LUCAT1
PB.62128:ARRDC3	ARRDC3
PB.62128:ENSG00000234292	ENSG00000234292
PB.6215:BTBD8	BTBD8
PB.6215:PRKAR1AP1	PRKAR1AP1
PB.62161:ARRDC3-AS1	ARRDC3-AS1
PB.62194:ENSG00000286577	ENSG00000286577
PB.62259:FAM172A	FAM172A
PB.62259:ENSG00000251023	ENSG00000251023
PB.62259:KIAA0825	KIAA0825
PB.62259:ENSG00000270133	ENSG00000270133
PB.62259:MTND6P3	MTND6P3
PB.62259:NPM1P27	NPM1P27
PB.62259:POU5F2	POU5F2
PB.62272:SLF1	SLF1
PB.6232:GLMN	GLMN
PB.62331:MCTP1	MCTP1
PB.62401:FAM81B	FAM81B
PB.62409:TTC37	TTC37
PB.62426:ARSK	ARSK
PB.62431:GPR150	GPR150
PB.62437:RFESD	RFESD
PB.62448:RFESD	RFESD
PB.62465:RHOBTB3	RHOBTB3
PB.62465:HSPD1P11	HSPD1P11
PB.62466:GLRX	GLRX
PB.62467:GGCTP1	GGCTP1
PB.62474:LINC01554	LINC01554
PB.62474:ENSG00000250362	ENSG00000250362
PB.62489:ELL2	ELL2
PB.6251:GFI1	GFI1
PB.62520:MIR583HG	MIR583HG
PB.62520:ENSG00000251314	ENSG00000251314
PB.6262:RPAP2	RPAP2
PB.6265:EVI5	EVI5
PB.6265:ENSG00000223787	ENSG00000223787
PB.6265:HMGB3P9	HMGB3P9
PB.62685:ERAP1	ERAP1
PB.62685:ENSG00000247121	ENSG00000247121
PB.6270:ENSG00000229052	ENSG00000229052
PB.6270:ENSG00000289544	ENSG00000289544
PB.6270:MTF2	MTF2
PB.62703:RIOK2	RIOK2
PB.6271:TMED5	TMED5
PB.6271:DIPK1A	DIPK1A
PB.6271:CCDC18-AS1	CCDC18-AS1
PB.6271:ENSG00000237003	ENSG00000237003
PB.62727:CAST	CAST
PB.62727:CAST+ENSG00000248734	CAST+ENSG00000248734
PB.62727:ENSG00000272109	ENSG00000272109
PB.62727:ERAP2	ERAP2
PB.62727:LNPEP	LNPEP
PB.62727:ENSG00000227836	ENSG00000227836
PB.62727:LIX1-AS1	LIX1-AS1
PB.62727:ENSG00000286828	ENSG00000286828
PB.62727:YTHDF1P1	YTHDF1P1
PB.62829:ENSG00000251193	ENSG00000251193
PB.6286:CCDC18	CCDC18
PB.6286:FNBP1L	FNBP1L
PB.6286:BCAR3-AS1	BCAR3-AS1
PB.6286:DR1	DR1
PB.62900:PSME2P1	PSME2P1
PB.62909:RGMB	RGMB
PB.62910:RGMB	RGMB
PB.62922:CHD1-DT	CHD1-DT
PB.62922:ENSG00000241597	ENSG00000241597
PB.62925:ENSG00000279232	ENSG00000279232
PB.62925:CHD1	CHD1
PB.62971:ENSG00000275374+FAM174A-DT	ENSG00000275374+FAM174A-DT
PB.62971:FAM174A-DT	FAM174A-DT
PB.62990:FAM174A	FAM174A
PB.63:B3GALT6	B3GALT6
PB.630:TNFRSF8	TNFRSF8
PB.630:TNFRSF1B	TNFRSF1B
PB.630:VPS13D	VPS13D
PB.630:LINC02766+VPS13D	LINC02766+VPS13D
PB.630:LINC02766	LINC02766
PB.63031:ST8SIA4	ST8SIA4
PB.63127:SLCO4C1	SLCO4C1
